id,name1,name2,address,lat,lng,status,error
117,元離宮二条城,元離宮二条城 大休憩所,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
118,元離宮二条城,元離宮二条城 和楽庵,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
119,元離宮二条城,元離宮二条城 香雲亭,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
120,元離宮二条城,元離宮二条城 事務所,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
121,元離宮二条城,元離宮二条城 本丸西橋便所,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
122,元離宮二条城,元離宮二条城 農薬置場,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
123,元離宮二条城,元離宮二条城 管理係倉庫,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
124,元離宮二条城,元離宮二条城 保存整備係倉庫,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
125,元離宮二条城,元離宮二条城 出札室,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
126,元離宮二条城,元離宮二条城 駐輪場（１）,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
127,元離宮二条城,元離宮二条城 オイル貯蔵庫（緑の園）,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
128,元離宮二条城,元離宮二条城 警備ボックス（北大手門）,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
129,元離宮二条城,案内所,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
130,元離宮二条城,元離宮二条城 旧収蔵庫,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
131,元離宮二条城,元離宮二条城 緑の園便所,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
132,元離宮二条城,元離宮二条城 機械庫・車庫（１）,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
133,元離宮二条城,元離宮二条城 二条城障壁画展示収蔵館,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
134,元離宮二条城,元離宮二条城 番所,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
135,元離宮二条城,元離宮二条城 本丸西橋休憩所（朱雀庵）,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
136,元離宮二条城,元離宮二条城 二之丸御殿,二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
137,元離宮二条城,元離宮二条城 清流園休憩所,南禅寺草川町31番地,35.0116298,135.786946,OK,
138,無鄰菴,無鄰菴 母屋,南禅寺草川町31番地,35.0116298,135.786946,OK,
139,無鄰菴,無鄰菴 洋館,南禅寺草川町31番地,35.0116298,135.786946,OK,
140,無鄰菴,無鄰菴 茶室,南禅寺草川町31番地,35.0116298,135.786946,OK,
141,無鄰菴,無鄰菴 管理人棟,岩倉上蔵町100番地,35.078257,135.7831854,OK,
142,岩倉具視幽棲旧宅,岩倉具視幽棲旧宅 対岳文庫,岩倉上蔵町100番地,35.078257,135.7831854,OK,
143,岩倉具視幽棲旧宅,岩倉具視幽棲旧宅 事務所,岩倉上蔵町100番地,35.078257,135.7831854,OK,
144,岩倉具視幽棲旧宅,岩倉具視幽棲旧宅 主屋,岩倉上蔵町100番地,35.078257,135.7831854,OK,
145,岩倉具視幽棲旧宅,岩倉具視幽棲旧宅 物置,岩倉上蔵町100番地,35.078257,135.7831854,OK,
146,岩倉具視幽棲旧宅,岩倉具視幽棲旧宅 便所,末丸町284,35.015362,135.7701331,OK,
147,旧木戸邸,旧木戸邸 達磨堂,末丸町284,35.015362,135.7701331,OK,
148,旧木戸邸,旧木戸邸 明治記念館,祇園町北側627番地,35.0049199,135.7792268,OK,
149,祇園祭山鉾館,祇園祭山鉾館,桃山町大蔵,34.9409401,135.7787595,OK,
150,伏見桃山城,伏見桃山城 天守閣・渡り廊下・小天守閣,桃山町大蔵,34.9409401,135.7787595,OK,
151,伏見桃山城,伏見桃山城 城門,桃山町大蔵,34.9409401,135.7787595,OK,
152,伏見桃山城,伏見桃山城 便所,今町659番地の1,34.9354643,135.7618355,OK,
153,伏見中央図書館,伏見中央図書館,紫野雲林院町44番地の1,35.0410125,135.7496435,OK,
154,,北合同福祉センター,紫野雲林院町44番地の1,35.0410125,135.7496435,OK,
155,北図書館,,紫野雲林院町44番地の1,35.0410125,135.7496435,OK,
156,紫野児童館,,紫野雲林院町44番地の1,35.0410125,135.7496435,OK,
157,北老人福祉センター,,紫野雲林院町44番地の1,35.0410125,135.7496435,OK,
158,紫野障害者授産所,,高野西開町5番地,35.0381147,135.7780612,OK,
159,,左京合同福祉センター,高野西開町5番地,35.0381147,135.7780612,OK,
160,左京図書館,,高野西開町5番地,35.0381147,135.7780612,OK,
161,高野児童館,,高野西開町5番地,35.0381147,135.7780612,OK,
162,左京老人デイサービスセンター,,高野西開町5番地,35.0381147,135.7780612,OK,
163,左京老人福祉センター,,岩倉下在地町16番地,35.0745809,135.7858486,OK,
164,岩倉図書館,岩倉図書館,竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
165,,山科合同福祉センター,竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
166,山科図書館,,竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
167,山科身体障害者福祉会館,,竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
168,やましな学園,,竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
169,山科障害者授産所,,竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
170,山科障害者デイサービスセンター,,新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
171,,下京修徳ふれあい福祉会館,新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
172,下京図書館,,新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
173,修徳児童館,,新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
174,修徳老人デイサービスセンター,,新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
175,修徳特別養護老人ホーム,,新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
176,修徳地域包括支援センター,,吉祥院池田町1番地,34.9680441,135.7344384,OK,
177,吉祥院図書館,吉祥院図書館,吉祥院池田町1番地,34.9680441,135.7344384,OK,
178,吉祥院図書館,吉祥院図書館 自転車置場,山田大吉見町20番地の3,34.9812722,135.6906131,OK,
179,西京図書館,西京図書館,向島二ノ丸町151番地の35,34.9173009,135.7730391,OK,
180,向島図書館,向島図書館,石田西ノ坪1番地の2,34.9385749,135.8008262,OK,
181,,元東余熱利用センター,石田西ノ坪1番地の2,34.9385749,135.8008262,OK,
182,東温水プール,,石田西ノ坪1番地の2,34.9385749,135.8008262,OK,
183,醍醐図書館,,石田西ノ坪1番地の2,34.9385749,135.8008262,OK,
184,老人保養センター,,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
185,美術館,美術館 別館,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
186,美術館,美術館 本館,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
187,美術館,美術館 付属棟,今出川通大宮東入元伊佐町265番地の1,35.0300843,135.749717,OK,
188,考古資料館,考古資料館 陳列館,今出川通大宮東入元伊佐町265番地の1,35.0300843,135.749717,OK,
189,考古資料館,考古資料館 事務所,今出川通大宮東入元伊佐町265番地の1,35.0300843,135.749717,OK,
190,考古資料館,考古資料館 収蔵庫,寺町通荒神口下る松蔭町138番地の1,35.0191422,135.767686,OK,
191,歴史資料館,歴史資料館,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
192,動物園,動物園 動物舎９（類人猿舎）,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
193,動物園,動物園 類人猿舎内・便所,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
194,動物園,動物園 動物舎17（レッサーパンダ）,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
195,動物園,動物園 休憩所（友ちゃんハウス）,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
196,動物園,動物園 インクライン（休憩所）,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
197,動物園,動物園 動物舎27（新サル舎）,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
198,動物園,動物園 レッサーパンダ，ロバ・ヤギ・ヒツジ，ふれあい棟,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
199,動物園,動物園 休憩所,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
200,動物園,動物園 「もうじゅうワールド」・トラ舎,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
201,動物園,動物園 「もうじゅうワールド」・ライオン・ジャガー舎,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
202,動物園,動物園 バク舎,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
203,動物園,動物園 糞処理小屋,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
204,動物園,動物園 ポンプ室,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
205,動物園,動物園 「アフリカの草原」畜舎,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
206,動物園,動物園 「ひかり・みず・みどりの熱帯動物館」施設,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
207,動物園,動物園 動物病院・事務所棟,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
208,動物園,動物園 救護センター棟,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
209,動物園,動物園 ゴリラのおうち～樹林のすみか～,岡崎法勝寺町岡崎公園内,35.0134144,135.7850382,OK,
210,動物園,動物園　学習施設棟,清水二丁目205-5,34.9974107,135.7803892,OK,
211,文化財建造物保存技術研修センター,文化財建造物保存技術研修センター,西九条菅田町7番地,34.9737588,135.7464724,OK,
212,市民防災センター,市民防災センター,深草池ノ内町13番地,34.9559941,135.7661712,OK,
213,青少年科学センター,青少年科学センター,深草池ノ内町13番地,34.9559941,135.7661712,OK,
214,青少年科学センター,青少年科学センター 特別展示棟,御幸町通仏光寺下る橘町437,35.0008319,135.765757,OK,
215,学校歴史博物館,学校歴史博物館 講堂棟(講堂・展示室棟）,御幸町通仏光寺下る橘町437,35.0008319,135.765757,OK,
216,学校歴史博物館,学校歴史博物館 校舎棟（事務室・展示室棟）,御幸町通仏光寺下る橘町437,35.0008319,135.765757,OK,
217,学校歴史博物館,学校歴史博物館 増築棟（収蔵庫棟）,紫野花ノ坊町23番地の1,35.041017,135.7379954,OK,
218,ツラッティ千本,ツラッティ千本,烏丸通御池上る 元龍池小学校,35.0108822,135.7596054,OK,
219,京都国際マンガミュージアム,京都国際マンガミュージアム 屋内運動場,烏丸通御池上る 元龍池小学校,35.0108822,135.7596054,OK,
220,京都国際マンガミュージアム,京都国際マンガミュージアム 教室１,烏丸通御池上る 元龍池小学校,35.0108822,135.7596054,OK,
221,京都国際マンガミュージアム,京都国際マンガミュージアム 教室２,烏丸通御池上る 元龍池小学校,35.0108822,135.7596054,OK,
222,京都国際マンガミュージアム,京都国際マンガミュージアム 倉庫,下之町6番地の3,34.9859608,135.7648712,OK,
223,柳原銀行記念資料館,柳原銀行記念資料館,大枝北福西町二丁目300番地3,34.9591142,135.686953,OK,
224,竹の資料館,竹の資料館,久我東町216番地,34.9354899,135.7286886,OK,
225,,久我の杜生涯学習プラザ,久我東町216番地,34.9354899,135.7286886,OK,
226,久我のもり図書館,,久我東町216番地,34.9354899,135.7286886,OK,
227,久我の杜生涯学習プラザ,,聚楽廻松下町9番地の2,35.0190312,135.7385579,OK,
228,,生涯学習総合センター（京都アスニー）,聚楽廻松下町9番地の2,35.0190312,135.7385579,OK,
229,生涯学習総合センター,,聚楽廻松下町9番地の2,35.0190312,135.7385579,OK,
230,中央図書館,,竹鼻竹ノ街道町92番地,34.9900725,135.8177781,OK,
231,,ラクト山科（ラクトC）,竹鼻竹ノ街道町92番地,34.9900725,135.8177781,OK,
232,生涯学習総合センター山科,,竹鼻竹ノ街道町92番地,34.9900725,135.8177781,OK,
233,生涯学習総合センター山科 駐車場,,竹鼻竹ノ街道町92番地,34.9900725,135.8177781,OK,
234,生涯学習総合センター山科 駐車場,,壬生仙念町30番地の2,35.0038487,135.7352611,OK,
235,労働学校,労働学校,西京極新明町29番地,34.9937522,135.712438,OK,
236,西京極総合運動公園陸上競技場兼球技場,西京極総合運動公園陸上競技場兼球技場 メインスタンド,西京極新明町29番地,34.9937522,135.712438,OK,
237,西京極総合運動公園陸上競技場兼球技場,西京極総合運動公園陸上競技場兼球技場 バックスタンド，北スタンド，南スタンド,西京極新明町29番地,34.9937522,135.712438,OK,
238,西京極総合運動公園補助競技場,西京極総合運動公園補助競技場 補助競技場更衣棟,西京極新明町29番地,34.9937522,135.712438,OK,
239,西京極総合運動公園補助競技場,西京極総合運動公園補助競技場 補助競技場倉庫,西京極新明町29番地,34.9937522,135.712438,OK,
240,西京極総合運動公園野球場,西京極総合運動公園野球場 スタンド,西京極徳大寺団子田町64番地,34.9889076,135.7159818,OK,
241,西京極総合運動公園プール,西京極総合運動公園プール,横大路下ノ坪1番地,34.9156019,135.7351747,OK,
242,横大路運動公園,横大路運動公園 管理棟,横大路下ノ坪1番地,34.9156019,135.7351747,OK,
243,横大路運動公園,横大路運動公園 便所１,横大路下ノ坪1番地,34.9156019,135.7351747,OK,
244,横大路運動公園,横大路運動公園 便所２,横大路下ノ坪1番地,34.9156019,135.7351747,OK,
245,横大路運動公園,横大路運動公園 便所３,横大路下ノ坪1番地,34.9156019,135.7351747,OK,
246,横大路運動公園,横大路運動公園 便所４,横大路下ノ坪1番地,34.9156019,135.7351747,OK,
247,横大路運動公園,横大路運動公園 クラブハウス,横大路下ノ坪1番地,34.9156019,135.7351747,OK,
248,横大路運動公園,横大路運動公園 的場,横大路下ノ坪1番地,34.9156019,135.7351747,OK,
249,横大路運動公園,横大路運動公園 倉庫,横大路下ノ坪1番地,34.9156019,135.7351747,OK,
250,横大路運動公園,横大路体育館,横大路下ノ坪1番地,34.9156019,135.7351747,OK,
251,横大路運動公園,横大路体育館 自転車置場,松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
252,宝が池公園運動施設,宝が池公園運動施設球技場 球技場メインスタンド,松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
253,宝が池公園運動施設,宝が池公園運動施設球技場 球技場スコアボード,松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
254,宝が池公園運動施設,宝が池公園運動施設球技場 球技場券売所,松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
255,宝が池公園運動施設,宝が池公園運動施設球技場 クラブハウス棟,松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
256,宝が池公園運動施設,宝が池公園運動施設テニスコート 多目的広場東便所,松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
257,宝が池公園運動施設,宝が池公園運動施設テニスコート テニスコート北便所,松ケ崎平田町ほか,35.0530812,135.7766854,OK,
258,京都市こども体育館,こども体育館,松ケ崎平田町ほか,35.0530812,135.7766854,OK,
259,京都市こども体育館,こども体育館 ポンプ室,西京極新明町1番地,34.9954941,135.7150132,OK,
260,京都市体育館,京都市体育館１,西京極新明町1番地,34.9954941,135.7150132,OK,
261,京都市体育館,京都市体育館２（北側ゲート建屋）,西京極新明町1番地,34.9954941,135.7150132,OK,
262,京都市体育館,京都市体育館３（別棟倉庫）,西京極新明町1番地,34.9954941,135.7150132,OK,
263,京都市体育館,京都市体育館４（渡り廊下）,田中玄京町44番地の2,35.032788,135.7768706,OK,
264,左京地域体育館,左京地域体育館,西ノ京北小路町4番地,35.0093279,135.7341058,OK,
265,中京地域体育館,中京地域体育館,椥辻西浦町1番地12,34.9769293,135.8137104,OK,
266,山科地域体育館,山科地域体育館,川端町13番地,34.9865299,135.7662746,OK,
267,,下京いきいき市民活動センター 別館,川端町13番地,34.9865299,135.7662746,OK,
268,下京青少年活動センター,,川端町13番地,34.9865299,135.7662746,OK,
269,崇仁児童館,,川端町13番地,34.9865299,135.7662746,OK,
270,下京地域体育館,,吉祥院砂ノ町47番地,34.9689962,135.7323118,OK,
271,,"吉祥院地域体育館
（吉祥院いきいき市民活動センター）",吉祥院砂ノ町47番地,34.9689962,135.7323118,OK,
272,吉祥院地域体育館,,吉祥院砂ノ町47番地,34.9689962,135.7323118,OK,
273,吉祥院いきいき市民活動センター 本館,,久世大築町36番地,34.9616026,135.7211765,OK,
274,久世地域体育館,久世地域体育館,上桂今井町131番地,34.9961007,135.6978375,OK,
275,桂川地域体育館,桂川地域体育館,醍醐辰巳町4番地の1,34.9421408,135.8135189,OK,
276,伏見東部地域体育館,伏見東部地域体育館,醍醐辰巳町4番地の1,34.9421408,135.8135189,OK,
277,伏見東部地域体育館,伏見東部地域体育館 自転車置場,深草大亀谷五郎太町23番地,34.9415481,135.7776674,OK,
278,伏見北堀公園地域体育館,伏見北堀公園地域体育館,竹田醍醐田町17番地の6,34.9503506,135.7576578,OK,
279,伏見北部地域体育館,伏見北部地域体育館,京北宮町宮野80-1,35.204152,135.7199446,OK,
280,黒田トレーニングホール,黒田トレーニングホール,聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
281,武道センター,武道センター 主競技場,聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
282,武道センター,武道センター 射場棟,聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
283,武道センター,武道センター クラブハウス棟１,聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
284,武道センター,武道センター 的場棟,聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
285,武道センター,武道センター 櫓棟,聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
286,武道センター,武道センター 矢取場,聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
287,武道センター,武道センター 更衣室棟,聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
288,武道センター,武道センター 便所,聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
289,武道センター,武道センター クラブハウス棟２,西京極新明町32番地,34.9947899,135.7151237,OK,
290,市民スポーツ会館,市民スポーツ会館,桃山町大蔵地内,34.9409401,135.7787595,OK,
291,伏見桃山城運動公園,伏見桃山城運動公園 管理棟,桃山町大蔵地内,34.9409401,135.7787595,OK,
292,伏見桃山城運動公園,伏見桃山城運動公園 トイレ,一乗寺御祭田町1番地,35.0422029,135.7865836,OK,
293,一乗寺公園,一乗寺公園 本部席,一乗寺御祭田町1番地,35.0422029,135.7865836,OK,
294,一乗寺公園,一乗寺公園 一塁側ダッグアウト,一乗寺御祭田町1番地,35.0422029,135.7865836,OK,
295,一乗寺公園,一乗寺公園 三塁側ダッグアウト,岡崎最勝寺町63番地,35.0144129,135.7820191,OK,
296,岡崎公園,岡崎公園 １塁側観覧席,岡崎最勝寺町63番地,35.0144129,135.7820191,OK,
297,岡崎公園,岡崎公園 ３塁側観覧席,岡崎最勝寺町63番地,35.0144129,135.7820191,OK,
298,岡崎公園,岡崎公園 管理事務所,岡崎最勝寺町63番地,35.0144129,135.7820191,OK,
299,岡崎公園,岡崎公園 車庫,岩倉忠在寺町,35.019943,135.7673863,OK,
300,岩倉東公園,岩倉東公園 管理事務所,岩倉忠在寺町,35.019943,135.7673863,OK,
301,岩倉東公園,岩倉東公園 屋外便所,西ノ京船塚町1番地,35.0121416,135.7369972,OK,
302,朱雀公園,朱雀公園 便所,西ノ京船塚町1番地,35.0121416,135.7369972,OK,
303,朱雀公園,朱雀公園 本部席,西ノ京船塚町1番地,35.0121416,135.7369972,OK,
304,朱雀公園,朱雀公園 一塁側ダッグアウト,西ノ京船塚町1番地,35.0121416,135.7369972,OK,
305,朱雀公園,朱雀公園 三塁側ダッグアウト,勧修寺東金ケ崎,34.9668398,135.8092899,OK,
306,勧修寺公園,勧修寺公園 クラブハウス,東野八反畑町41番地の4,34.9766918,135.8107724,OK,
307,東野公園,東野公園 便所,吉祥院新田下ノ向町,34.971053,135.7230846,OK,
308,吉祥院公園,吉祥院公園 管理事務所,吉祥院新田下ノ向町,34.971053,135.7230846,OK,
309,吉祥院公園,吉祥院公園 便所１,吉祥院新田下ノ向町,34.971053,135.7230846,OK,
310,吉祥院公園,吉祥院公園 便所２,吉祥院新田下ノ向町,34.971053,135.7230846,OK,
311,吉祥院公園,吉祥院公園 材料倉庫,吉祥院新田下ノ向町,34.971053,135.7230846,OK,
312,吉祥院公園,吉祥院公園 ダッグアウト器具庫１,吉祥院新田下ノ向町,34.971053,135.7230846,OK,
313,吉祥院公園,吉祥院公園 ダッグアウト器具庫２,吉祥院新田下ノ向町,34.971053,135.7230846,OK,
314,吉祥院公園,吉祥院公園 本部席,吉祥院新田下ノ向町,34.971053,135.7230846,OK,
315,吉祥院公園,吉祥院公園 便所３,上鳥羽仏現寺町12番地,34.9701854,135.7503216,OK,
316,上鳥羽公園,上鳥羽公園 便所１,東九条下殿田町69番地,34.9781421,135.7573089,OK,
317,殿田公園,殿田公園 便所,東九条下殿田町69番地,34.9781421,135.7573089,OK,
318,殿田公園,殿田公園 ダッグアウト,東九条下殿田町69番地,34.9781421,135.7573089,OK,
319,殿田公園,殿田公園 一塁側ダッグアウト,東九条下殿田町69番地,34.9781421,135.7573089,OK,
